gene_id,cancer_cohort,effect_size,effect_size_label,adjusted_p_value,de_score,cancer_association_raw_score,cancer_association_score,cancer_association_availability,clinical_category,clinical_direction,clinical_score,clinical_availability,cross_cancer_cohort_count,cross_cancer_score,cross_cancer_availability,functional_description,pathway_count,final_score,rank,scoring_version
GOLGA7B,TCGA-COAD,2.0296273921200747,log2_fold_change,7.190421592026287e-32,0.897782375379841,0.0,0.0,no_support,validated prognostic - unfavorable,unfavorable,1.0,available,3,1.0,available,golgin A7 family member B,0,0.7244455938449602,1,1.0
DSC2,TCGA-COAD,-1.6408824407300011,log2_fold_change,7.110252313601556e-19,0.8472877739703886,0.007771,0.007771,available,validated prognostic - favorable,favorable,1.0,available,3,1.0,available,desmocollin 2,2,0.7137646934925972,2,1.0
TLX1,TCGA-COAD,3.179171064301552,log2_fold_change,3.359447261553e-27,0.9651516131117864,0.279369,0.279369,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,T cell leukemia homeobox 1,0,0.6861301532779466,3,1.0
DPP7,TCGA-COAD,0.7395646512024534,log2_fold_change,1.9277430559181847e-13,0.566367104157238,0.014184,0.014184,available,validated prognostic - unfavorable,unfavorable,1.0,available,3,1.0,available,dipeptidyl peptidase 7,1,0.6451377760393096,4,1.0
SLC4A4,TCGA-COAD,-6.233530854511342,log2_fold_change,2.4647258091110383e-73,0.9976078101765048,0.077749,0.077749,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,solute carrier family 4 member 4,3,0.6438392025441262,5,1.0
ATOH1,TCGA-COAD,-3.069396111205868,log2_fold_change,3.4457768229833864e-30,0.9619189241611172,0.077205,0.077205,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,atonal bHLH transcription factor 1,0,0.6347809810402794,6,1.0
FES,TCGA-COAD,-1.0878239297288088,log2_fold_change,4.005389509744103e-24,0.7189500226288227,0.277519,0.277519,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,"FES proto-oncogene, tyrosine kinase",4,0.6241172556572057,7,1.0
TPSG1,TCGA-COAD,-4.010498115299335,log2_fold_change,4.035155712671008e-41,0.9846124005948148,0.004625,0.004625,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,tryptase gamma 1,0,0.6223093501487037,8,1.0
ANO7,TCGA-COAD,-2.16160418727614,log2_fold_change,2.5709475850687075e-20,0.9120062067627853,0.071415,0.071415,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,anoctamin 7,2,0.6208553016906964,9,1.0
EEF1A2,TCGA-COAD,-2.9734966228893063,log2_fold_change,3.01638817100968e-23,0.9580396974203143,0.013669,0.013669,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,eukaryotic translation elongation factor 1 alpha 2,1,0.6179271743550786,10,1.0
SULT1B1,TCGA-COAD,-3.2729221132525987,log2_fold_change,4.997510311887872e-47,0.9679317256093619,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,sulfotransferase family 1B member 1,1,0.6169829314023405,11,1.0
TNNT1,TCGA-COAD,2.5729496759338217,log2_fold_change,1.6585277170902562e-25,0.9374797956940584,0.027862,0.027862,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,"troponin T1, slow skeletal type",1,0.6163354489235147,12,1.0
PRELP,TCGA-COAD,-3.0221483455568814,log2_fold_change,8.772790635031771e-19,0.959850003232689,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,proline and arginine rich end leucine rich repeat protein,5,0.6149625008081723,13,1.0
SFRP2,TCGA-COAD,-2.6957222155892886,log2_fold_change,4.854913824145893e-17,0.9440098273744101,0.005398,0.005398,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,secreted frizzled related protein 2,2,0.6123519568436026,14,1.0
CXCR5,TCGA-COAD,-2.7300350673716527,log2_fold_change,8.059917689065265e-13,0.9461434020818517,0.00222,0.00222,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,C-X-C motif chemokine receptor 5,2,0.612090850520463,15,1.0
CCL28,TCGA-COAD,-2.7582226249360406,log2_fold_change,7.806969937490291e-27,0.9472425163250792,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,C-C motif chemokine ligand 28,2,0.6118106290812698,16,1.0
ZNF425,TCGA-COAD,-0.5520747569503666,log2_fold_change,3.301039685796572e-07,0.44022758130212714,0.0,0.0,no_support,validated prognostic - unfavorable,unfavorable,1.0,available,3,1.0,available,zinc finger protein 425,2,0.6100568953255318,17,1.0
BGN,TCGA-COAD,2.37876882142248,log2_fold_change,2.0516740156821814e-20,0.92681192215685,0.012631,0.012631,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,biglycan,11,0.6098607305392125,18,1.0
PPARGC1A,TCGA-COAD,-2.24416353402695,log2_fold_change,3.464986304349295e-39,0.9182129695480701,0.016634,0.016634,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,PPARG coactivator 1 alpha,13,0.6087117423870175,19,1.0
CRYAB,TCGA-COAD,-2.3358397236909427,log2_fold_change,2.2869668146023063e-13,0.9246783474494085,0.00849,0.00849,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,crystallin alpha B,1,0.6082920868623521,20,1.0
UBD,TCGA-COAD,2.2624217465461385,log2_fold_change,8.414027510351628e-10,0.9197646602443913,0.011841,0.011841,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,ubiquitin like modifier D,1,0.6079014150610978,21,1.0
TMEM61,TCGA-COAD,-2.3672599437148216,log2_fold_change,6.856776673513133e-27,0.926294691924743,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,transmembrane protein 61,0,0.6065736729811857,22,1.0
ADH6,TCGA-COAD,-2.2967873955312976,log2_fold_change,8.307781093294266e-30,0.9220921962888731,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,alcohol dehydrogenase 6 (class V),1,0.6055230490722183,23,1.0
ASPHD1,TCGA-COAD,2.080793271362784,log2_fold_change,1.4157305385097472e-41,0.9033426003749919,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,aspartate beta-hydroxylase domain containing 1,0,0.600835650093748,24,1.0
SALL4,TCGA-COAD,3.995023810336006,log2_fold_change,1.089042137087549e-49,0.9842244779207344,0.387271,0.387271,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,spalt like transcription factor 4,3,0.5928738694801836,25,1.0
RSPO2,TCGA-COAD,-4.808267175507417,log2_fold_change,8.0492683363682e-42,0.9923708540764208,0.37095,0.37095,available,,,0.0,no_support,3,1.0,available,R-spondin 2,1,0.5908302135191053,26,1.0
GPRASP1,TCGA-COAD,-1.6355492836431855,log2_fold_change,1.4486086538613937e-12,0.846511928622228,0.00518,0.00518,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,G protein-coupled receptor associated sorting protein 1,0,0.5879229821555569,27,1.0
ATP8B1,TCGA-COAD,-1.640427306839502,log2_fold_change,1.4936816885986336e-22,0.8472231201913751,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,ATPase phospholipid transporting 8B1,1,0.5868057800478438,28,1.0
KCNJ14,TCGA-COAD,1.562729251236568,log2_fold_change,1.7576643027329073e-21,0.8348095946208056,0.011101,0.011101,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,potassium inwardly rectifying channel subfamily J member 14,2,0.5864776486552015,29,1.0
TPM2,TCGA-COAD,-1.5135460344533502,log2_fold_change,5.347799583379823e-05,0.8262106420120257,0.004512,0.004512,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,tropomyosin 2,2,0.5826806605030064,30,1.0
MEGF6,TCGA-COAD,1.430093603957021,log2_fold_change,9.379110548966456e-15,0.8087541216784121,0.00222,0.00222,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,multiple EGF like domains 6,0,0.577743530419603,31,1.0
TIGD1,TCGA-COAD,1.3724258400136442,log2_fold_change,4.16645154953509e-37,0.795758712096722,0.008326,0.008326,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,tigger transposable element derived 1,0,0.5760211780241805,32,1.0
RNF43,TCGA-COAD,2.0518548865768373,log2_fold_change,1.535187786795522e-30,0.8999159500872826,0.403848,0.403848,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,ring finger protein 43,2,0.5759409875218207,33,1.0
KPNA2,TCGA-COAD,1.3370814770595238,log2_fold_change,1.7472271505237655e-19,0.7878062972780759,0.010636,0.010636,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,karyopherin subunit alpha 2,9,0.574610574319519,34,1.0
SUCLG2,TCGA-COAD,-1.2826485161180283,log2_fold_change,2.2179615143291656e-22,0.7761686170556669,0.020242,0.020242,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,succinate-CoA ligase GDP-forming subunit beta,2,0.5741026542639167,35,1.0
SFRP4,TCGA-COAD,2.254688990278016,log2_fold_change,3.933716253283676e-13,0.9189888148962306,0.371222,0.371222,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,secreted frizzled related protein 4,0,0.5725527037240576,36,1.0
AR,TCGA-COAD,-1.8333823469213717,log2_fold_change,1.7667757181763827e-11,0.8752182065041701,0.412687,0.412687,available,,,0.0,no_support,3,1.0,available,androgen receptor,6,0.5719763016260425,37,1.0
RNF32,TCGA-COAD,1.238087497867986,log2_fold_change,2.585878779902408e-27,0.7646602443912847,0.021461,0.021461,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,ring finger protein 32,0,0.5715303110978212,38,1.0
ATP2B3,TCGA-COAD,-2.162766800272898,log2_fold_change,1.579839752493683e-13,0.9121355143208121,0.370025,0.370025,available,,,0.0,no_support,3,1.0,available,ATPase plasma membrane Ca2+ transporting 3,3,0.570540128580203,39,1.0
RSPO3,TCGA-COAD,-2.113254596622892,log2_fold_change,8.159030209274074e-21,0.9065106355466477,0.371968,0.371968,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,R-spondin 3,2,0.569619658886662,40,1.0
TNFRSF17,TCGA-COAD,-4.346623486269829,log2_fold_change,3.6638373904867435e-29,0.9882976659985776,0.288907,0.288907,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,TNF receptor superfamily member 17,1,0.5693011664996444,41,1.0
PC,TCGA-COAD,-1.2457010745352193,log2_fold_change,5.413113541068287e-16,0.7669231266567531,0.00518,0.00518,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,pyruvate carboxylase,4,0.5680257816641883,42,1.0
BRCA2,TCGA-COAD,1.9681246460856228,log2_fold_change,1.530351443670939e-20,0.8918342277106097,0.372639,0.372639,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,BRCA2 DNA repair associated,14,0.5661183069276524,43,1.0
KIF13B,TCGA-COAD,-1.2366638580931235,log2_fold_change,8.664717916378621e-16,0.7641430141591776,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,kinesin family member 13B,2,0.5660357535397944,44,1.0
CTF1,TCGA-COAD,-1.1916441156404565,log2_fold_change,1.48723222929802e-08,0.7527639490528222,0.0037,0.0037,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,cardiotrophin 1,1,0.5641159872632056,45,1.0
AXIN2,TCGA-COAD,1.883483361760192,log2_fold_change,3.4827190304834466e-33,0.8818775457425486,0.373438,0.373438,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,axin 2,5,0.5638288864356371,46,1.0
ZBTB16,TCGA-COAD,-3.540301185399965,log2_fold_change,1.6709771056670754e-17,0.9759487942070214,0.277519,0.277519,available,,,0.0,no_support,3,1.0,available,zinc finger and BTB domain containing 16,2,0.5633669485517554,47,1.0
TTYH2,TCGA-COAD,-1.189557965205526,log2_fold_change,9.83071697279112e-19,0.7516001810305812,0.00148,0.00148,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,tweety family member 2,1,0.5632700452576453,48,1.0
AFF3,TCGA-COAD,-3.3670905679686185,log2_fold_change,5.432628500963743e-31,0.9709057994439775,0.279369,0.279369,available,,,0.0,no_support,3,1.0,available,ALF transcription elongation factor 3,0,0.5625686998609943,49,1.0
APC,TCGA-COAD,-0.8988855875831483,log2_fold_change,2.58985064935028e-19,0.6473136354819939,0.601064,0.601064,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,APC regulator of Wnt signaling pathway,15,0.5620944088704984,50,1.0
IRF4,TCGA-COAD,-3.194288640627665,log2_fold_change,2.02896972889638e-22,0.9657981509019202,0.280425,0.280425,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,interferon regulatory factor 4,7,0.56155578772548,51,1.0
SFPQ,TCGA-COAD,0.5836359628176684,log2_fold_change,2.9314259569646143e-13,0.4643434408741191,0.279369,0.279369,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,splicing factor proline and glutamine rich,2,0.5609281102185297,52,1.0
APOBEC3B,TCGA-COAD,-1.8020157086815631,log2_fold_change,5.672725057309171e-12,0.8712096722053404,0.371875,0.371875,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,2,0.5607711680513351,53,1.0
GRIN2A,TCGA-COAD,-3.1166608306327817,log2_fold_change,7.908691948144738e-31,0.9635352686364518,0.278536,0.278536,available,,,0.0,no_support,3,1.0,available,glutamate ionotropic receptor NMDA type subunit 2A,7,0.560517817159113,54,1.0
SCT,TCGA-COAD,-1.1591251492410026,log2_fold_change,1.6804286710442788e-08,0.7411909226094265,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,secretin,2,0.5602977306523567,55,1.0
ABCD3,TCGA-COAD,-1.1326739553129812,log2_fold_change,2.386312813139006e-21,0.7331092002327536,0.0074,0.0074,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,ATP binding cassette subfamily D member 3,6,0.5601273000581883,56,1.0
MAGI3,TCGA-COAD,-1.1425315793962127,log2_fold_change,8.047188318562774e-28,0.7363418891834228,0.00259,0.00259,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,"membrane associated guanylate kinase, WW and PDZ domain containing 3",0,0.5597329722958557,57,1.0
KLF4,TCGA-COAD,-2.8451541616919656,log2_fold_change,4.657023824611958e-36,0.9515096657399625,0.282434,0.282434,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,KLF transcription factor 4,5,0.5584859164349907,58,1.0
FGFR2,TCGA-COAD,-2.8590156745693323,log2_fold_change,6.498756246273353e-47,0.9521562035300963,0.278861,0.278861,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,fibroblast growth factor receptor 2,17,0.5577543008825241,59,1.0
POU2AF1,TCGA-COAD,-2.867276786628006,log2_fold_change,6.227533555683418e-24,0.9525441262041766,0.277519,0.277519,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,POU class 2 homeobox associating factor 1,0,0.5575157815510441,60,1.0
LARS2,TCGA-COAD,0.2921788333617598,log2_fold_change,4.699917727154082e-05,0.1947371823883106,0.03525,0.03525,available,validated prognostic - favorable,favorable,1.0,available,3,1.0,available,"leucyl-tRNA synthetase 2, mitochondrial",1,0.5574967955970777,61,1.0
NCAPD3,TCGA-COAD,1.07078038546819,log2_fold_change,1.1262305642393409e-21,0.714100989202819,0.013321,0.013321,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,non-SMC condensin II complex subunit D3,1,0.5568554973007047,62,1.0
HAMP,TCGA-COAD,1.05676292853488,log2_fold_change,1.074478715419094e-06,0.7091873019978018,0.00986,0.00986,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,hepcidin antimicrobial peptide,0,0.5547618254994504,63,1.0
PBK,TCGA-COAD,1.029968181818182,log2_fold_change,1.2830507631931836e-11,0.7007176569470486,0.015309,0.015309,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,PDZ binding kinase,0,0.5540066642367621,64,1.0
MRPS17,TCGA-COAD,1.0735042810847686,log2_fold_change,7.196585961913283e-37,0.7147475269929527,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,mitochondrial ribosomal protein S17,4,0.5536868817482382,65,1.0
ANKRD36,TCGA-COAD,1.046248012962648,log2_fold_change,1.5657324738015193e-12,0.7057606517100925,0.008881,0.008881,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,ankyrin repeat domain 36,0,0.5536604129275231,66,1.0
WNT5A,TCGA-COAD,1.0221682670987526,log2_fold_change,1.2469503115110834e-16,0.6979375444494731,0.016368,0.016368,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,Wnt family member 5A,12,0.5535763861123683,67,1.0
NTRK3,TCGA-COAD,-2.508766885553471,log2_fold_change,2.5541969220513812e-20,0.9346350294174695,0.279379,0.279379,available,,,0.0,no_support,3,1.0,available,neurotrophic receptor tyrosine kinase 3,10,0.5535035073543674,68,1.0
CD79B,TCGA-COAD,-2.496833293535734,log2_fold_change,8.008458702652161e-19,0.9336005689532553,0.277519,0.277519,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,CD79b molecule,4,0.5527798922383138,69,1.0
KIT,TCGA-COAD,-2.4720224799590653,log2_fold_change,7.961590590132936e-40,0.9326307622680545,0.278074,0.278074,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"KIT proto-oncogene, receptor tyrosine kinase",22,0.5526761905670137,70,1.0
POLQ,TCGA-COAD,1.5953805645573933,log2_fold_change,6.312379721203774e-14,0.8398525893838494,0.370025,0.370025,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,DNA polymerase theta,1,0.5524693973459623,71,1.0
FCRL4,TCGA-COAD,-2.438732705099778,log2_fold_change,2.982430521124564e-12,0.9308851102346932,0.277519,0.277519,available,,,0.0,no_support,3,1.0,available,Fc receptor like 4,0,0.5521010275586733,72,1.0
SIX1,TCGA-COAD,2.3978540508272213,log2_fold_change,3.816762260759912e-24,0.928492920411198,0.27886,0.27886,available,,,0.0,no_support,3,1.0,available,SIX homeobox 1,1,0.5518382301027995,73,1.0
UTS2,TCGA-COAD,1.0462198874296438,log2_fold_change,0.000338195464265,0.7056313441520657,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,urotensin 2,2,0.5514078360380165,74,1.0
NRG1,TCGA-COAD,-2.354281707317073,log2_fold_change,6.971895506682837e-29,0.9256481541346092,0.278675,0.278675,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,neuregulin 1,20,0.5510807885336523,75,1.0
FLT3,TCGA-COAD,-2.326007598499062,log2_fold_change,4.100875334563104e-24,0.9242904247753281,0.279508,0.279508,available,,,0.0,no_support,3,1.0,available,fms related receptor tyrosine kinase 3,27,0.550949606193832,76,1.0
NUDT1,TCGA-COAD,1.0362527204502818,log2_fold_change,3.709814545489729e-25,0.7023340014223831,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,nudix hydrolase 1,1,0.5505835003555958,77,1.0
NTRK2,TCGA-COAD,-2.317999104553982,log2_fold_change,6.8733848330954985e-15,0.9235792332061808,0.278629,0.278629,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,neurotrophic receptor tyrosine kinase 2,14,0.5505520583015452,78,1.0
GALK1,TCGA-COAD,1.0257839928364314,log2_fold_change,8.712675225102019e-15,0.6991659662507274,0.00148,0.00148,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,galactokinase 1,2,0.5501614915626818,79,1.0
ROS1,TCGA-COAD,-2.2642718062425384,log2_fold_change,8.417285178057114e-23,0.9199586215814314,0.278739,0.278739,available,,,0.0,no_support,3,1.0,available,"ROS proto-oncogene 1, receptor tyrosine kinase",0,0.5496744053953578,80,1.0
ME2,TCGA-COAD,-1.0206595428961285,log2_fold_change,2.7672569086999473e-24,0.697420314217366,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,malic enzyme 2,2,0.5493550785543415,81,1.0
SETBP1,TCGA-COAD,-2.2371353146853155,log2_fold_change,1.4020310512510746e-24,0.917695739315963,0.278582,0.278582,available,,,0.0,no_support,3,1.0,available,SET binding protein 1,0,0.5490694348289907,82,1.0
HLF,TCGA-COAD,-2.2322720620842578,log2_fold_change,1.2798858208166372e-12,0.9173724704208961,0.278536,0.278536,available,,,0.0,no_support,3,1.0,available,"HLF transcription factor, PAR bZIP family member",0,0.548977117605224,83,1.0
SCP2,TCGA-COAD,-0.9699172096196468,log2_fold_change,3.0417964418204613e-26,0.6789293334195383,0.016651,0.016651,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,sterol carrier protein 2,5,0.5488950833548846,84,1.0
LETM1,TCGA-COAD,-1.0152022769912996,log2_fold_change,2.2734196988271825e-13,0.6948988168358441,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,leucine zipper and EF-hand containing transmembrane protein 1,3,0.548724704208961,85,1.0
GRAMD4,TCGA-COAD,-1.0150420859628184,log2_fold_change,2.2079567704568623e-14,0.6947695092778173,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,GRAM domain containing 4,0,0.5486923773194543,86,1.0
PAX5,TCGA-COAD,-2.191455185058844,log2_fold_change,1.2410069016392596e-08,0.9148509730393741,0.278582,0.278582,available,,,0.0,no_support,3,1.0,available,paired box 5,2,0.5483582432598435,87,1.0
LEF1,TCGA-COAD,2.0611034368070964,log2_fold_change,2.4988516642340938e-21,0.90082110299347,0.291412,0.291412,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,lymphoid enhancer binding factor 1,17,0.5480582757483675,88,1.0
IL6ST,TCGA-COAD,-1.488360037523453,log2_fold_change,2.873871277310292e-25,0.8213616085860218,0.37058,0.37058,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,interleukin 6 cytokine family signal transducer,7,0.5479854021465055,89,1.0
GIPC2,TCGA-COAD,-0.8789686849735627,log2_fold_change,4.817999020054441e-11,0.638714682873214,0.052359,0.052359,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,GIPC PDZ domain containing family member 2,0,0.5477684207183036,90,1.0
PTPRT,TCGA-COAD,-2.1408474330547493,log2_fold_change,1.7268034117198598e-23,0.9104545160664641,0.280525,0.280525,available,,,0.0,no_support,3,1.0,available,protein tyrosine phosphatase receptor type T,0,0.5477448790166161,91,1.0
RET,TCGA-COAD,-2.074141241685145,log2_fold_change,2.0824737463308592e-18,0.9025021012478179,0.287466,0.287466,available,,,0.0,no_support,3,1.0,available,ret proto-oncogene,5,0.5474920253119545,92,1.0
RECQL4,TCGA-COAD,2.0713422650520217,log2_fold_change,1.66446427775111e-26,0.9021141785737377,0.286854,0.286854,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,RecQ like helicase 4,0,0.5472420446434344,93,1.0
MTUS1,TCGA-COAD,-0.976134939450791,log2_fold_change,1.8167276830393862e-38,0.680739639231913,0.006434,0.006434,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,microtubule associated scaffold protein 1,0,0.5467934098079783,94,1.0
DDR2,TCGA-COAD,-2.128787856046391,log2_fold_change,4.0129369619739416e-14,0.9086442102540894,0.277981,0.277981,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,discoidin domain receptor tyrosine kinase 2,1,0.5466563025635223,95,1.0
BTK,TCGA-COAD,-2.095064531809653,log2_fold_change,1.1338486419392662e-26,0.9051529061873667,0.277519,0.277519,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,Bruton tyrosine kinase,14,0.5456679765468417,96,1.0
CBFA2T3,TCGA-COAD,-2.087897876513732,log2_fold_change,1.5833660913075953e-33,0.9043124070601927,0.277519,0.277519,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,CBFA2/RUNX1 partner transcriptional co-repressor 3,0,0.5454578517650481,97,1.0
ZNF514,TCGA-COAD,0.941961726078798,log2_fold_change,7.612825284322036e-12,0.6663218465119286,0.013773,0.013773,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,zinc finger protein 514,1,0.5450237116279821,98,1.0
FAM135B,TCGA-COAD,-4.7066618198874295,log2_fold_change,1.2217415642411774e-51,0.9915303549492468,0.187464,0.187464,available,,,0.0,no_support,3,1.0,available,family with sequence similarity 135 member B,0,0.5447485887373117,99,1.0
RAD54L,TCGA-COAD,1.6230856302234322,log2_fold_change,6.004954081448655e-17,0.843990431240706,0.334595,0.334595,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,RAD54 like,0,0.5446463578101766,100,1.0
ELOVL6,TCGA-COAD,-0.9338773238956168,log2_fold_change,3.832111720450978e-10,0.6626365811081658,0.015397,0.015397,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,ELOVL fatty acid elongase 6,2,0.5445083952770414,101,1.0
HERC3,TCGA-COAD,-0.9665499488316572,log2_fold_change,5.511081643715655e-29,0.677700911618284,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,HECT and RLD domain containing E3 ubiquitin protein ligase 3,1,0.544425227904571,102,1.0
TMEM198,TCGA-COAD,0.9603547074876336,log2_fold_change,3.016789997106392e-15,0.6745328764466283,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,transmembrane protein 198,0,0.5436332191116571,103,1.0
MYH11,TCGA-COAD,-4.42186054920689,log2_fold_change,5.4613102329198336e-17,0.9890735113467383,0.185382,0.185382,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,myosin heavy chain 11,8,0.5436138778366846,104,1.0
EPHA7,TCGA-COAD,-3.9977428449599177,log2_fold_change,7.176607320512009e-19,0.9843537854787612,0.188805,0.188805,available,,,0.0,no_support,3,1.0,available,EPH receptor A7,3,0.5432896963696903,105,1.0
PCK2,TCGA-COAD,-0.9479357837284664,log2_fold_change,1.409107250847443e-10,0.6687786901144371,0.00259,0.00259,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,"phosphoenolpyruvate carboxykinase 2, mitochondrial",1,0.5428421725286092,106,1.0
PREX2,TCGA-COAD,-1.726366177724714,log2_fold_change,4.909620289625817e-16,0.8609297213422125,0.310367,0.310367,available,,,0.0,no_support,3,1.0,available,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",4,0.5428241803355531,107,1.0
LIFR,TCGA-COAD,-3.785704553982604,log2_fold_change,7.26934812825283e-43,0.9809271351910519,0.189047,0.189047,available,,,0.0,no_support,3,1.0,available,LIF receptor subunit alpha,2,0.542493533797763,108,1.0
CDKN2A,TCGA-COAD,1.6666899454204334,log2_fold_change,2.8177782484001056e-20,0.8516842309432986,0.315549,0.315549,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,cyclin dependent kinase inhibitor 2A,20,0.5418083077358247,109,1.0
HOXC11,TCGA-COAD,1.8211722241173465,log2_fold_change,2.7280853605593247e-11,0.8732139393547553,0.293516,0.293516,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,homeobox C11,1,0.5416824848386889,110,1.0
BMP5,TCGA-COAD,-3.630349633293537,log2_fold_change,7.150653990411624e-39,0.9778884075774229,0.187852,0.187852,available,,,0.0,no_support,3,1.0,available,bone morphogenetic protein 5,0,0.5414351018943557,111,1.0
MET,TCGA-COAD,1.8368949343339604,log2_fold_change,2.756800814491315e-35,0.8756707829572639,0.289798,0.289798,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,"MET proto-oncogene, receptor tyrosine kinase",19,0.541367195739316,112,1.0
