gene_id,cancer_cohort,effect_size,effect_size_label,adjusted_p_value,de_score,cancer_association_raw_score,cancer_association_score,cancer_association_availability,clinical_category,clinical_direction,clinical_score,clinical_availability,cross_cancer_cohort_count,cross_cancer_score,cross_cancer_availability,functional_description,pathway_count,final_score,rank,scoring_version
STIM1,TCGA-COAD,-1.111334913866619,log2_fold_change,2.631372128011742e-33,0.7268377836684554,0.07714,0.07714,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,stromal interaction molecule 1,3,0.45099444591711385,2573,1.0
MAP2K4,TCGA-COAD,-0.6742012621524811,log2_fold_change,3.17948871818786e-37,0.5253119544837396,0.278644,0.278644,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,mitogen-activated protein kinase kinase 4,5,0.4509889886209349,2574,1.0
CLMN,TCGA-COAD,-1.4066908408664514,log2_fold_change,4.1309941635200894e-16,0.8039050882524084,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,calmin,0,0.4509762720631021,2575,1.0
AIF1,TCGA-COAD,-1.4065853061572555,log2_fold_change,1.0033742250882137e-17,0.8038404344733949,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,allograft inflammatory factor 1,0,0.45096010861834873,2576,1.0
DDIT4,TCGA-COAD,1.4065479106259602,log2_fold_change,4.49781660101828e-19,0.8037757806943816,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,DNA damage inducible transcript 4,1,0.4509439451735954,2577,1.0
WASF3,TCGA-COAD,-1.406203547671839,log2_fold_change,9.569730643323612e-12,0.8037111269153682,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,WASP family member 3,5,0.45092778172884207,2578,1.0
KLHL4,TCGA-COAD,-1.4060319716868497,log2_fold_change,1.570721559595632e-14,0.8035818193573414,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,kelch like family member 4,0,0.45089545483933535,2579,1.0
TRIM24,TCGA-COAD,0.6705914122462886,log2_fold_change,7.611443324167883e-18,0.522855110881231,0.280628,0.280628,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tripartite motif containing 24,3,0.45087077772030776,2580,1.0
SPC25,TCGA-COAD,1.3633524901927334,log2_fold_change,7.639822009520806e-15,0.7929139458201332,0.010546,0.010546,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,SPC25 component of NDC80 kinetochore complex,6,0.4508649864550333,2581,1.0
FGF20,TCGA-COAD,1.4057890329183014,log2_fold_change,1.6585277170902562e-25,0.8034525117993147,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,fibroblast growth factor 20,37,0.45086312794982863,2582,1.0
GCOM1,TCGA-COAD,-1.4042950196145298,log2_fold_change,3.428372731606455e-17,0.8030645891252344,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,"GCOM1, MYZAP-POLR2M combined locus",0,0.4507661472813086,2583,1.0
PLEKHA9,TCGA-COAD,1.4042875490363285,log2_fold_change,6.219500700846589e-30,0.8029999353462209,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.45074998383655523,2584,1.0
TTK,TCGA-COAD,1.3721800869861855,log2_fold_change,7.128030902379495e-15,0.7955647507596819,0.0074,0.0074,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,TTK protein kinase,0,0.45074118768992044,2585,1.0
SIPA1L2,TCGA-COAD,-1.4030029848200556,log2_fold_change,2.473096690958744e-44,0.8028059740091809,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,signal induced proliferation associated 1 like 2,0,0.4507014935022952,2586,1.0
DNAH14,TCGA-COAD,1.4029384274262329,log2_fold_change,2.2172107965848798e-18,0.8027413202301674,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,dynein axonemal heavy chain 14,0,0.45068533005754186,2587,1.0
ATP8B2,TCGA-COAD,-1.386577707658195,log2_fold_change,2.1010511034963097e-22,0.7988620934893644,0.0037,0.0037,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ATPase phospholipid transporting 8B2,1,0.4506405233723411,2588,1.0
KCNB2,TCGA-COAD,-1.40089765478424,log2_fold_change,6.281528780263701e-17,0.8024180513351006,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,potassium voltage-gated channel subfamily B member 2,1,0.4506045128337751,2589,1.0
SLC5A8,TCGA-COAD,-1.398538998806072,log2_fold_change,2.523588898187484e-09,0.802159436219047,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,solute carrier family 5 member 8,3,0.45053985905476174,2590,1.0
ACAP1,TCGA-COAD,-1.3984981579396203,log2_fold_change,9.33413205915742e-14,0.8020947824400336,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",0,0.4505236956100084,2591,1.0
PTK2B,TCGA-COAD,-1.2954655040081846,log2_fold_change,9.046422315537824e-23,0.7789487295532423,0.023096,0.023096,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,protein tyrosine kinase 2 beta,4,0.45051118238831056,2592,1.0
PLEKHH2,TCGA-COAD,-1.3984431690260974,log2_fold_change,4.202571372939063e-16,0.8020301286610202,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,"pleckstrin homology, MyTH4 and FERM domain containing H2",0,0.4505075321652551,2593,1.0
ZNF804A,TCGA-COAD,-1.3983413696060043,log2_fold_change,2.2920678450536546e-15,0.8019654748820069,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,zinc finger protein 804A,0,0.4504913687205017,2594,1.0
NOP56,TCGA-COAD,1.3797730513389048,log2_fold_change,4.365871628395718e-34,0.7975043641300834,0.00444,0.00444,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,NOP56 ribonucleoprotein,3,0.45048609103252085,2595,1.0
C9orf125,TCGA-COAD,-1.3980486781511168,log2_fold_change,2.575309312067085e-37,0.8019008211029934,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.45047520527574836,2596,1.0
NKRF,TCGA-COAD,1.3829245181647618,log2_fold_change,2.3934366180865294e-50,0.7980862481412039,0.0037,0.0037,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,NFKB repressing factor,0,0.450446562035301,2597,1.0
ADAM23,TCGA-COAD,-1.3823789868667924,log2_fold_change,2.7233386050169725e-10,0.7980215943621904,0.0037,0.0037,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ADAM metallopeptidase domain 23,1,0.4504303985905476,2598,1.0
FCGRT,TCGA-COAD,-1.3963274347603625,log2_fold_change,4.19451446657594e-19,0.8017068597659534,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,Fc gamma receptor and transporter,0,0.45042671494148834,2599,1.0
CDC42EP5,TCGA-COAD,-1.3962970407641162,log2_fold_change,1.1911761735214845e-17,0.8016422059869399,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,CDC42 effector protein 5,2,0.450410551496735,2600,1.0
AGXT,TCGA-COAD,-1.3961222667576323,log2_fold_change,1.1219306695275948e-08,0.8015775522079266,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,alanine--glyoxylate aminotransferase,2,0.4503943880519816,2601,1.0
GGT8P,TCGA-COAD,-1.3956495991813067,log2_fold_change,5.311462539711274e-10,0.8014482446498998,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,gamma-glutamyltransferase 8 pseudogene,0,0.45036206116247496,2602,1.0
NAT8,TCGA-COAD,-1.3860704161691968,log2_fold_change,1.4176258464999862e-05,0.7986681321523244,0.002755,0.002755,available,,,0.0,no_support,3,1.0,available,N-acetyltransferase 8 (putative),1,0.4503557830380811,2603,1.0
KCNH1,TCGA-COAD,-1.3955683523793283,log2_fold_change,7.457021396611102e-19,0.8013835908708864,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,potassium voltage-gated channel subfamily H member 1,1,0.4503458977177216,2604,1.0
INCA1,TCGA-COAD,-1.3954983455568812,log2_fold_change,1.2276621389410295e-25,0.8013189370918731,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"inhibitor of CDK, cyclin A1 interacting protein 1",0,0.4503297342729683,2605,1.0
IL1RL1,TCGA-COAD,-1.3950255500596969,log2_fold_change,2.6752811905150255e-10,0.8011896295338462,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.4502974073834616,2606,1.0
TNFAIP8L2,TCGA-COAD,-1.3947846239126722,log2_fold_change,2.248180258855597e-18,0.8010603219758194,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.45026508049395486,2607,1.0
STX11,TCGA-COAD,-1.3947299931775523,log2_fold_change,2.8461384558322668e-24,0.8009956681968061,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,syntaxin 11,0,0.45024891704920156,2608,1.0
HLA-DQA1,TCGA-COAD,-1.386103692648815,log2_fold_change,3.871402042910269e-09,0.7987327859313377,0.00222,0.00222,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"major histocompatibility complex, class II, DQ alpha 1",9,0.4502381964828344,2609,1.0
GPR146,TCGA-COAD,-1.394480376940133,log2_fold_change,3.56731296450333e-17,0.8009310144177927,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,G protein-coupled receptor 146,0,0.45023275360444814,2610,1.0
KLHDC1,TCGA-COAD,-1.3942292171243396,log2_fold_change,3.225617809833405e-17,0.8008663606387794,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,kelch domain containing 1,0,0.45021659015969484,2611,1.0
C16orf45,TCGA-COAD,-1.3940125959406426,log2_fold_change,3.725265167105753e-11,0.8008017068597659,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.4502004267149415,2612,1.0
RASD1,TCGA-COAD,-1.3525114958212532,log2_fold_change,1.3545760813382973e-12,0.791362255123812,0.009251,0.009251,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,ras related dexamethasone induced 1,0,0.450153313780953,2613,1.0
ALDH1A2,TCGA-COAD,-1.3928737591676628,log2_fold_change,4.117876795059034e-06,0.8003491304066722,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,aldehyde dehydrogenase 1 family member A2,1,0.4500872826016681,2614,1.0
ALG1L,TCGA-COAD,1.392493697765648,log2_fold_change,1.5687050102871415e-10,0.8002198228486455,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.45005495571216136,2615,1.0
PLS1,TCGA-COAD,-1.3917533003581806,log2_fold_change,6.18179632789914e-16,0.8000258615116054,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,plastin 1,2,0.45000646537790134,2616,1.0
PDZK1,TCGA-COAD,-1.3916885127068062,log2_fold_change,0.0004772974610048,0.7999612077325919,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,PDZ domain containing 1,0,0.449990301933148,2617,1.0
GLYATL3,TCGA-COAD,-1.391640559440559,log2_fold_change,2.832230376116982e-10,0.7998965539535786,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,glycine-N-acyltransferase like 3,4,0.4499741384883946,2618,1.0
CBX3,TCGA-COAD,1.3152404400477575,log2_fold_change,4.4101588884607035e-33,0.7828279562940453,0.016963,0.016963,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,chromobox 3,4,0.4499477390735113,2619,1.0
TBC1D10C,TCGA-COAD,-1.3894671328671313,log2_fold_change,1.6707182196163958e-11,0.7997025926165384,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,TBC1 domain family member 10C,2,0.4499256481541346,2620,1.0
HEY1,TCGA-COAD,-0.667248422309398,log2_fold_change,1.1804618914409577e-13,0.5212387664058964,0.278444,0.278444,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,hes related family bHLH transcription factor with YRPW motif 1,7,0.4499206916014741,2621,1.0
MFSD2B,TCGA-COAD,1.3889517397236908,log2_fold_change,2.5384413762151687e-28,0.7995732850585117,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,"MFSD2 lysolipid transporter B, sphingolipid",1,0.4498933212646279,2622,1.0
NCAPG2,TCGA-COAD,1.3885667491045537,log2_fold_change,5.3143359302870704e-21,0.7995086312794983,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,non-SMC condensin II complex subunit G2,1,0.4498771578198746,2623,1.0
NHSL2,TCGA-COAD,-1.3883212775029845,log2_fold_change,7.419397162039271e-09,0.7993146699424581,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,NHS like 2,0,0.44982866748561456,2624,1.0
ARHGAP25,TCGA-COAD,-1.3883203138325104,log2_fold_change,1.0964386876598253e-21,0.7992500161634447,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,Rho GTPase activating protein 25,1,0.44981250404086115,2625,1.0
RNF180,TCGA-COAD,-1.387404553982603,log2_fold_change,2.881498268116597e-09,0.799120708605418,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,ring finger protein 180,0,0.4497801771513545,2626,1.0
C17orf76,TCGA-COAD,-1.3870512450963677,log2_fold_change,4.722081933740666e-20,0.7989914010473912,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.4497478502618478,2627,1.0
NCOA1,TCGA-COAD,-0.8252840951731191,log2_fold_change,2.291509588289715e-21,0.6139522855110882,0.185012,0.185012,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,nuclear receptor coactivator 1,22,0.44974107137777203,2628,1.0
SLC2A1,TCGA-COAD,1.3275443970663456,log2_fold_change,2.027898718366012e-18,0.7854787612335941,0.013417,0.013417,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,solute carrier family 2 member 1,5,0.4497239403083985,2629,1.0
C3,TCGA-COAD,-1.2112272471431016,log2_fold_change,4.665784191278221e-07,0.7576129824788259,0.041227,0.041227,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,complement C3,11,0.4497099956197065,2630,1.0
SOX17,TCGA-COAD,-1.3708301381545285,log2_fold_change,4.175643431328581e-12,0.7950475205275749,0.0037,0.0037,available,,,0.0,no_support,3,1.0,available,SRY-box transcription factor 17,4,0.44968688013189373,2631,1.0
RBM28,TCGA-COAD,1.3656694951390076,log2_fold_change,2.759120653176425e-27,0.7934311760522402,0.00518,0.00518,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,RNA binding motif protein 28,1,0.44965279401306,2632,1.0
C8orf79,TCGA-COAD,-1.3856309312638588,log2_fold_change,3.436450279060322e-19,0.7986034783733109,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.44965086959332773,2633,1.0
PACSIN3,TCGA-COAD,1.385550895446018,log2_fold_change,1.7700977635414311e-06,0.7985388245942976,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,protein kinase C and casein kinase substrate in neurons 3,1,0.44963470614857437,2634,1.0
DZIP1,TCGA-COAD,-1.385426624594916,log2_fold_change,1.6030148811586688e-11,0.7984741708152842,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,DAZ interacting zinc finger protein 1,1,0.44961854270382107,2635,1.0
ZNF788,TCGA-COAD,-1.3854191710728294,log2_fold_change,6.750749347671507e-17,0.7984095170362707,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.44960237925906765,2636,1.0
CLCN1,TCGA-COAD,1.3851724458468362,log2_fold_change,5.354834381796241e-10,0.7983448632572574,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,chloride voltage-gated channel 1,1,0.44958621581431435,2637,1.0
SELL,TCGA-COAD,-1.383335118539998,log2_fold_change,9.117895738126413e-09,0.7981509019202172,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,selectin L,3,0.44953772548005433,2638,1.0
FBXL7,TCGA-COAD,-1.3708572744328853,log2_fold_change,3.6913227817617384e-13,0.7951768280856016,0.00296,0.00296,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,F-box and leucine rich repeat protein 7,3,0.4495342070214004,2639,1.0
POLD2,TCGA-COAD,1.1897225481835232,log2_fold_change,2.068616437685225e-26,0.751729488588608,0.046253,0.046253,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"DNA polymerase delta 2, accessory subunit",19,0.449495622147152,2640,1.0
CTSF,TCGA-COAD,-1.3810796691113767,log2_fold_change,8.425122428690708e-15,0.7978276330251504,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,cathepsin F,2,0.4494569082562876,2641,1.0
CCDC86,TCGA-COAD,1.3808778355790547,log2_fold_change,2.942001768926608e-28,0.7977629792461369,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,coiled-coil domain containing 86,0,0.44944074481153423,2642,1.0
GAMT,TCGA-COAD,-1.336365256694525,log2_fold_change,9.247484916291827e-21,0.7876769897200492,0.009991,0.009991,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,guanidinoacetate N-methyltransferase,2,0.4494169974300123,2643,1.0
C3orf67,TCGA-COAD,1.3799629114787648,log2_fold_change,9.795372022894552e-12,0.7976336716881102,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.44940841792202757,2644,1.0
ZNF366,TCGA-COAD,-1.379924134402183,log2_fold_change,7.425714298455629e-21,0.7975690179090967,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,zinc finger protein 366,0,0.44939225447727416,2645,1.0
MTM1,TCGA-COAD,-1.3791144124168522,log2_fold_change,3.9698642234922514e-24,0.7973750565720567,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,myotubularin 1,3,0.44934376414301413,2646,1.0
FLT4,TCGA-COAD,-0.5354105833191198,log2_fold_change,0.000779669184269,0.425874442361156,0.371469,0.371469,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,fms related receptor tyrosine kinase 4,3,0.449335860590289,2647,1.0
OLFML3,TCGA-COAD,-1.379069964182159,log2_fold_change,1.1783506952529848e-14,0.7973104027930432,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,olfactomedin like 3,0,0.44932760069826083,2648,1.0
F2,TCGA-COAD,1.3302963073511855,log2_fold_change,4.549434088721987e-17,0.7863839141397815,0.010803,0.010803,available,,,0.0,no_support,3,1.0,available,"coagulation factor II, thrombin",17,0.4492967285349454,2649,1.0
MAGI2,TCGA-COAD,-1.2662642759679352,log2_fold_change,3.723184895882123e-20,0.7722893903148639,0.024835,0.024835,available,,,0.0,no_support,3,1.0,available,"membrane associated guanylate kinase, WW and PDZ domain containing 2",1,0.449281097578716,2650,1.0
COL4A4,TCGA-COAD,-1.3783344021831816,log2_fold_change,2.2220753904895537e-16,0.7971164414560031,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,collagen type IV alpha 4 chain,14,0.4492791103640008,2651,1.0
ARHGAP30,TCGA-COAD,-1.377699667405765,log2_fold_change,7.93899951100934e-19,0.7970517876769897,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,Rho GTPase activating protein 30,4,0.4492629469192474,2652,1.0
PYCRL,TCGA-COAD,1.3775001364489174,log2_fold_change,3.541140240512485e-24,0.7969224801189629,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.44923062002974073,2653,1.0
LOC144571,TCGA-COAD,-1.3774500170561144,log2_fold_change,1.247689972351319e-12,0.7968578263399496,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.4492144565849874,2654,1.0
C9orf43,TCGA-COAD,1.3767285178236397,log2_fold_change,4.635714368786733e-22,0.7967931725609362,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,chromosome 9 open reading frame 43,0,0.4491982931402341,2655,1.0
C3orf66,TCGA-COAD,-1.3764992836431864,log2_fold_change,1.7615318874902776e-07,0.7967285187819229,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.4491821296954807,2656,1.0
PPM1N,TCGA-COAD,1.3764717721303086,log2_fold_change,4.588353608278467e-13,0.7966638650029094,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",0,0.44916596625072736,2657,1.0
SEPT1,TCGA-COAD,-1.3762342486781511,log2_fold_change,4.2213142570570826e-15,0.796599211223896,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.449149802805974,2658,1.0
PHF16,TCGA-COAD,1.376201697083407,log2_fold_change,1.8729712778170828e-32,0.7965345574448827,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.44913363936122064,2659,1.0
KLHL17,TCGA-COAD,1.3758932116663818,log2_fold_change,1.2029487329104018e-20,0.7964699036658692,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,kelch like family member 17,0,0.44911747591646733,2660,1.0
LRRTM4,TCGA-COAD,-1.3752282960941498,log2_fold_change,5.261422498830131e-11,0.7962759423288291,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,leucine rich repeat transmembrane neuronal 4,1,0.4490689855822073,2661,1.0
TSLP,TCGA-COAD,-1.3746724117346076,log2_fold_change,8.862204385261377e-19,0.7961466347708024,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,thymic stromal lymphopoietin,1,0.4490366586927006,2662,1.0
ZFP3,TCGA-COAD,-1.374276982773326,log2_fold_change,1.937213303569873e-42,0.796081980991789,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ZFP3 zinc finger protein,0,0.44902049524794724,2663,1.0
PMS1,TCGA-COAD,0.8196978594576159,log2_fold_change,2.6600356137720402e-17,0.6110428654554859,0.185012,0.185012,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,"PMS1 homolog 1, mismatch repair system component",0,0.4490137163638715,2664,1.0
ZNF385D,TCGA-COAD,-1.374258562169538,log2_fold_change,5.855807043465782e-10,0.7960173272127756,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,zinc finger protein 385D,0,0.4490043318031939,2665,1.0
PSPH,TCGA-COAD,1.3664439962476551,log2_fold_change,3.787479368718284e-36,0.7937544449473072,0.00222,0.00222,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,phosphoserine phosphatase,1,0.4489936112368268,2666,1.0
WNT5B,TCGA-COAD,-1.3737724202626636,log2_fold_change,4.098830496162592e-23,0.7959526734337622,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,Wnt family member 5B,2,0.4489881683584406,2667,1.0
AADAC,TCGA-COAD,1.3726995309568482,log2_fold_change,0.000150743113803,0.7958233658757354,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,arylacetamide deacetylase,1,0.44895584146893386,2668,1.0
PUS1,TCGA-COAD,1.3575668088009536,log2_fold_change,1.4216586955178915e-27,0.7920734466929592,0.0037,0.0037,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,pseudouridine synthase 1,2,0.4489433616732398,2669,1.0
LDOC1,TCGA-COAD,-1.37222652225823,log2_fold_change,8.551291473277544e-14,0.7956294045386952,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,LDOC1 regulator of NFKB signaling,0,0.44890735113467384,2670,1.0
BANK1,TCGA-COAD,-1.3720948916936724,log2_fold_change,6.469125411798269e-07,0.7955000969806685,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,B cell scaffold protein with ankyrin repeats 1,0,0.4488750242451671,2671,1.0
CYTSB,TCGA-COAD,-1.372000247313661,log2_fold_change,2.2934007238626022e-26,0.7954354432016552,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.4488588608004138,2672,1.0
AQP1,TCGA-COAD,-1.3423060719768038,log2_fold_change,7.847529807694796e-13,0.7889700653003168,0.006455,0.006455,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,aquaporin 1 (Colton blood group),5,0.4488562663250792,2673,1.0
POU5F1B,TCGA-COAD,3.108308818011257,log2_fold_change,4.7558139260697525e-49,0.9633413072994117,0.33203,0.33203,available,unprognostic - favorable,favorable,0.0,available,2,0.5,available,POU class 5 homeobox 1B,0,0.44884282682485294,2674,1.0
RUVBL1,TCGA-COAD,1.330652447552449,log2_fold_change,2.2691683017566513e-28,0.7864485679187948,0.008881,0.008881,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,RuvB like AAA ATPase 1,7,0.4488323919796987,2675,1.0
TMEM45B,TCGA-COAD,-1.371454843936549,log2_fold_change,3.447447881100764e-17,0.7953061356436284,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,transmembrane protein 45B,0,0.4488265339109071,2676,1.0
LOC642846,TCGA-COAD,1.3714156489851606,log2_fold_change,7.015144396766476e-21,0.795241481864615,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like,0,0.44881037046615374,2677,1.0
HSD17B11,TCGA-COAD,-1.348052814258912,log2_fold_change,5.664293078875685e-20,0.7906510635546647,0.00444,0.00444,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,hydroxysteroid 17-beta dehydrogenase 11,1,0.4487727658886662,2678,1.0
CYP2S1,TCGA-COAD,1.33205668599693,log2_fold_change,3.009930938098737e-10,0.7865778754768217,0.00849,0.00849,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,cytochrome P450 family 2 subfamily S member 1,3,0.4487669688692054,2679,1.0
DHX15,TCGA-COAD,0.3871601569162539,log2_fold_change,1.528913229468803e-14,0.2927523113725997,0.00222,0.00222,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,DEAH-box helicase 15,4,0.44874307784314993,2680,1.0
SLA2,TCGA-COAD,-1.3705212348626985,log2_fold_change,8.579642934446427e-14,0.7949182129695481,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,Src like adaptor 2,1,0.44872955324238706,2681,1.0
ABO,TCGA-COAD,-1.3510050486099274,log2_fold_change,5.988739539596195e-09,0.7911682937867718,0.0037,0.0037,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",1,0.448717073446693,2682,1.0
C10orf116,TCGA-COAD,-1.3703151799420097,log2_fold_change,7.322261913719945e-14,0.7947889054115213,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.44869722635288034,2683,1.0
TBX20,TCGA-COAD,1.2582463244073,log2_fold_change,8.26678998159555e-18,0.7703497769444624,0.024422,0.024422,available,,,0.0,no_support,3,1.0,available,T-box transcription factor 20,1,0.4486929442361156,2684,1.0
VWDE,TCGA-COAD,-1.3699328415486949,log2_fold_change,5.997562679768278e-10,0.7947242516325079,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,von Willebrand factor D and EGF domains,0,0.448681062908127,2685,1.0
REEP6,TCGA-COAD,1.3698769316049797,log2_fold_change,1.277322549917908e-09,0.7946595978534945,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,receptor accessory protein 6,0,0.4486648994633736,2686,1.0
