gene_id,cancer_cohort,effect_size,effect_size_label,adjusted_p_value,de_score,cancer_association_raw_score,cancer_association_score,cancer_association_availability,clinical_category,clinical_direction,clinical_score,clinical_availability,cross_cancer_cohort_count,cross_cancer_score,cross_cancer_availability,functional_description,pathway_count,final_score,rank,scoring_version
C10orf57,TCGA-LUAD,0.4691067796610184,log2_fold_change,1.1443150275332875e-14,0.4190268247036806,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.35475670617592014,7765,1.0
EPHA2,TCGA-LUAD,-0.3873926016126372,log2_fold_change,0.0055073650186329,0.33917654398003744,0.07978,0.07978,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,EPH receptor A2,12,0.3547391359950094,7766,1.0
FLJ35024,TCGA-LUAD,-0.4688497482310354,log2_fold_change,2.9606321401226906e-05,0.41883967560823454,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3547099189020586,7767,1.0
CLCNKB,TCGA-LUAD,-0.4643058844824752,log2_fold_change,0.0020823742730017,0.4150966936993138,0.0037,0.0037,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,chloride voltage-gated channel Kb,1,0.35469917342482843,7768,1.0
TRIM62,TCGA-LUAD,0.4578001579726836,log2_fold_change,6.312533589203741e-15,0.40935745477230195,0.009415,0.009415,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tripartite motif containing 62,1,0.3546931136930755,7769,1.0
COL4A2,TCGA-LUAD,-0.4664089188744427,log2_fold_change,5.323995210427216e-05,0.4171553337492202,0.001587,0.001587,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,collagen type IV alpha 2 chain,15,0.35468558343730505,7770,1.0
HSPA1A,TCGA-LUAD,0.4567396346881693,log2_fold_change,8.519649536931061e-08,0.408109794135995,0.010503,0.010503,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,heat shock protein family A (Hsp70) member 1A,10,0.35465319853399874,7771,1.0
ARNTL2,TCGA-LUAD,2.115051851242389,log2_fold_change,1.7783795289605553e-24,0.9185277604491578,0.0,0.0,no_support,,,0.0,no_support,2,0.5,available,,0,0.3546319401122895,7772,1.0
PRPF39,TCGA-LUAD,0.4678733289452026,log2_fold_change,2.399508939525942e-12,0.41846537741734247,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,pre-mRNA processing factor 39,0,0.35461634435433564,7773,1.0
SLC35B3,TCGA-LUAD,0.4660517887115354,log2_fold_change,1.190276620437286e-19,0.4167186525265128,0.001581,0.001581,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,solute carrier family 35 member B3,2,0.3545749131316282,7774,1.0
SLC7A2,TCGA-LUAD,-0.4675163205529049,log2_fold_change,0.001157649321282,0.41827822832189643,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,solute carrier family 7 member 2,1,0.3545695570804741,7775,1.0
C3orf16,TCGA-LUAD,-2.1112654072733257,log2_fold_change,4.7112735378609255e-09,0.9180910792264504,0.0,0.0,no_support,,,0.0,no_support,2,0.5,available,,0,0.35452276980661257,7776,1.0
PAK3,TCGA-LUAD,0.4672574724370584,log2_fold_change,0.0032968055976114,0.4180910792264504,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,p21 (RAC1) activated kinase 3,13,0.35452276980661257,7777,1.0
ITGA7,TCGA-LUAD,-0.4671244758927111,log2_fold_change,0.0001106244547609,0.41790393013100435,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,integrin subunit alpha 7,3,0.3544759825327511,7778,1.0
ZNF671,TCGA-LUAD,-0.4625229817344083,log2_fold_change,4.497423593583275e-08,0.4134747348721148,0.00442,0.00442,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,zinc finger protein 671,1,0.3544736837180287,7779,1.0
SCO2,TCGA-LUAD,0.4669833404640453,log2_fold_change,8.810730598509149e-11,0.417841547099189,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,synthesis of cytochrome C oxidase 2,2,0.35446038677479724,7780,1.0
CXXC5,TCGA-LUAD,0.4669338686852082,log2_fold_change,1.2973817210745339e-10,0.4177167810355583,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,CXXC finger protein 5,1,0.3544291952588896,7781,1.0
SERPINF2,TCGA-LUAD,-0.4568395030442644,log2_fold_change,0.0045613970685732,0.40817217716781035,0.009497,0.009497,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,serpin family F member 2,2,0.35441729429195257,7782,1.0
SLC14A2,TCGA-LUAD,0.4669240447589278,log2_fold_change,0.0146524093171093,0.417654398003743,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,solute carrier family 14 member 2,1,0.35441359950093576,7783,1.0
EFHB,TCGA-LUAD,-2.105836504854369,log2_fold_change,4.0392052391929876e-10,0.9175920149719277,0.0,0.0,no_support,,,0.0,no_support,2,0.5,available,EF-hand domain family member B,0,0.3543980037429819,7784,1.0
