gene_id,cancer_cohort,effect_size,effect_size_label,adjusted_p_value,de_score,cancer_association_raw_score,cancer_association_score,cancer_association_availability,clinical_category,clinical_direction,clinical_score,clinical_availability,cross_cancer_cohort_count,cross_cancer_score,cross_cancer_availability,functional_description,pathway_count,final_score,rank,scoring_version
CXCL2,TCGA-BRCA,-4.53684832797582,log2_fold_change,2.373628002974883e-86,0.9952532596286727,0.099123,0.099123,available,validated prognostic - favorable,favorable,1.0,available,3,1.0,available,C-X-C motif chemokine ligand 2,3,0.7735940649071682,1,1.0
DEF6,TCGA-BRCA,0.8840546370484086,log2_fold_change,1.5765428287566997e-15,0.7060025235834886,0.089951,0.089951,available,validated prognostic - favorable,favorable,1.0,available,3,1.0,available,DEF6 guanine nucleotide exchange factor,4,0.6989883808958721,2,1.0
MYEOV,TCGA-BRCA,-3.241159937788866,log2_fold_change,2.998804706151353e-38,0.9775280898876404,0.265082,0.265082,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,myeloma overexpressed,0,0.6856525224719101,3,1.0
TNFSF11,TCGA-BRCA,0.8496201514497272,log2_fold_change,0.0009916678223097,0.6911614492579463,0.486712,0.486712,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,TNF superfamily member 11,4,0.6694683623144866,4,1.0
BRCA2,TCGA-BRCA,1.2950987661724946,log2_fold_change,2.044725995902629e-25,0.8229886438743015,0.84009,0.84009,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,BRCA2 DNA repair associated,14,0.6657696609685754,5,1.0
ZNF853,TCGA-BRCA,-0.7599375697676267,log2_fold_change,5.357722497347197e-23,0.6472390794928798,0.0,0.0,no_support,validated prognostic - favorable,favorable,1.0,available,3,1.0,available,zinc finger protein 853,0,0.6618097698732199,6,1.0
PRIM1,TCGA-BRCA,0.559333528442802,log2_fold_change,2.605818282703872e-22,0.5225019527729375,0.613664,0.613664,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,DNA primase subunit 1,9,0.6590414881932344,7,1.0
BRIP1,TCGA-BRCA,1.8414088926738,log2_fold_change,1.4184434670826019e-34,0.9030222916541489,0.714874,0.714874,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,BRCA1 interacting DNA helicase 1,15,0.6544740729135372,8,1.0
KRT5,TCGA-BRCA,-3.793416149306722,log2_fold_change,1.1668355355037451e-24,0.9888241302649763,0.113983,0.113983,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,keratin 5,7,0.650701782566244,9,1.0
TIPARP,TCGA-BRCA,-1.2664087255513454,log2_fold_change,9.54053863464262e-31,0.8172204530433215,0.28404,0.28404,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,TCDD inducible poly(ADP-ribose) polymerase,0,0.6503151132608304,10,1.0
TOP2A,TCGA-BRCA,3.672042368341089,log2_fold_change,2.2001908115736548e-49,0.9864808027398907,0.613774,0.613774,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,DNA topoisomerase II alpha,2,0.6500637006849727,11,1.0
NTRK3,TCGA-BRCA,-2.854093815669529,log2_fold_change,2.087417155009504e-76,0.9658114522622123,0.133396,0.133396,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,neurotrophic receptor tyrosine kinase 3,10,0.6498018630655531,12,1.0
CST1,TCGA-BRCA,5.659254206848023,log2_fold_change,2.5282429390307344e-93,0.9987382082557231,0.100326,0.100326,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,cystatin SN,0,0.6497660520639308,13,1.0
PIGR,TCGA-BRCA,-4.263120620032307,log2_fold_change,1.3427221351754081e-22,0.9935708706363036,0.103681,0.103681,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,polymeric immunoglobulin receptor,1,0.6493129676590759,14,1.0
TACR1,TCGA-BRCA,-3.738156106766458,log2_fold_change,1.130498240050775e-101,0.9876825091630115,0.105623,0.105623,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,tachykinin receptor 1,4,0.6483263772907528,15,1.0
KRT14,TCGA-BRCA,-4.053451153864605,log2_fold_change,3.4239994368609594e-25,0.9918283963227783,0.101265,0.101265,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,keratin 14,5,0.6482733490806946,16,1.0
FREM1,TCGA-BRCA,-3.936413954325193,log2_fold_change,6.069924537478345e-79,0.9906867752208136,0.099728,0.099728,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,FRAS1 related extracellular matrix 1,0,0.6476036938052034,17,1.0
TP63,TCGA-BRCA,-3.397414830718548,log2_fold_change,3.246719590126352e-31,0.9814336357627832,0.100583,0.100583,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,tumor protein p63,12,0.6455041589406958,18,1.0
TUBB3,TCGA-BRCA,2.641631272689474,log2_fold_change,1.5816026407103585e-52,0.9569188247311182,0.622807,0.622807,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,tubulin beta 3 class III,32,0.6449314561827796,19,1.0
TUBB2B,TCGA-BRCA,-2.721564887492204,log2_fold_change,6.549966400505791e-50,0.9600432614312323,0.611122,0.611122,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tubulin beta 2B class IIb,32,0.6427913153578081,20,1.0
TFPI2,TCGA-BRCA,-2.6516077052247766,log2_fold_change,2.1818072843087072e-32,0.9571591660157424,0.112716,0.112716,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,tissue factor pathway inhibitor 2,1,0.6424687915039355,21,1.0
GPR18,TCGA-BRCA,0.601359720289786,log2_fold_change,4.819343885587435e-08,0.5511626509643694,0.009654,0.009654,available,validated prognostic - favorable,favorable,1.0,available,3,1.0,available,G protein-coupled receptor 18,2,0.6402041627410924,22,1.0
SHCBP1,TCGA-BRCA,2.620231063986309,log2_fold_change,1.410798003892392e-51,0.9560175449137776,0.097786,0.097786,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,SHC binding and spindle associated 1,0,0.6384508862284444,23,1.0
NPY5R,TCGA-BRCA,-3.0417019502950624,log2_fold_change,3.917173734627083e-44,0.9721804963047528,0.07843,0.07843,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,neuropeptide Y receptor Y5,2,0.6376526240761882,24,1.0
KRT17,TCGA-BRCA,-2.772998025716067,log2_fold_change,2.322404195568455e-12,0.9626269302409421,0.086059,0.086059,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,keratin 17,3,0.6371714825602355,25,1.0
COL17A1,TCGA-BRCA,-3.9807950494970337,log2_fold_change,3.305792070601639e-24,0.991227543111218,0.053526,0.053526,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,collagen type XVII alpha 1 chain,7,0.6361883857778046,26,1.0
RRM2,TCGA-BRCA,3.5293807449343517,log2_fold_change,1.4753362728808372e-50,0.9841975605359611,0.557949,0.557949,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ribonucleotide reductase regulatory subunit M2,3,0.6355366401339902,27,1.0
CXCL1,TCGA-BRCA,-2.062569909162149,log2_fold_change,5.361917929291109e-38,0.923391215526047,0.117836,0.117836,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,C-X-C motif chemokine ligand 1,4,0.6353068038815117,28,1.0
CXCL9,TCGA-BRCA,2.0908357474132,log2_fold_change,2.3730145305227137e-33,0.9254942017665084,0.10926,0.10926,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,C-X-C motif chemokine ligand 9,2,0.6336885504416271,29,1.0
TYMS,TCGA-BRCA,1.9799176821954612,log2_fold_change,1.1666754448166363e-46,0.916180976987322,0.615339,0.615339,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,thymidylate synthetase,2,0.6328799942468305,30,1.0
FGFBP1,TCGA-BRCA,-3.875998620640024,log2_fold_change,1.58419268904649e-45,0.989905666045785,0.040498,0.040498,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,fibroblast growth factor binding protein 1,1,0.6326009165114462,31,1.0
TUBA3E,TCGA-BRCA,2.014019445377345,log2_fold_change,2.5678903168685632e-24,0.9190049870816559,0.604946,0.604946,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tubulin alpha 3e,29,0.6309877467704139,32,1.0
ALDH3A1,TCGA-BRCA,-3.304139137040413,log2_fold_change,1.373244301882225e-41,0.9791503935588536,0.039127,0.039127,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,aldehyde dehydrogenase 3 family member A1,1,0.6295693483897133,33,1.0
SLC27A6,TCGA-BRCA,-3.4079586016088523,log2_fold_change,3.452809928281601e-39,0.9818542330108755,0.031462,0.031462,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,solute carrier family 27 member 6,1,0.6283290582527189,34,1.0
TMEM71,TCGA-BRCA,-2.1924811791328827,log2_fold_change,1.49403228722268e-48,0.9322237577359851,0.07597,0.07597,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,transmembrane protein 71,0,0.6270484394339964,35,1.0
TPD52,TCGA-BRCA,1.8194697676278209,log2_fold_change,4.094870192286662e-29,0.9000180255963468,0.106323,0.106323,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,tumor protein D52,1,0.6265852563990867,36,1.0
CHEK2,TCGA-BRCA,0.8339725231492592,log2_fold_change,2.32687684845164e-23,0.6846722345730938,0.816735,0.816735,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,checkpoint kinase 2,8,0.6253518086432734,37,1.0
KRT15,TCGA-BRCA,-2.5223827911848886,log2_fold_change,2.3319464468244605e-10,0.9517514871116987,0.048354,0.048354,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,keratin 15,3,0.6250263717779246,38,1.0
TNFRSF18,TCGA-BRCA,2.4356143997185318,log2_fold_change,5.0681427459242295e-46,0.9475455146307757,0.051412,0.051412,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,TNF receptor superfamily member 18,2,0.6247393786576939,39,1.0
BRCA1,TCGA-BRCA,0.7813641382398568,log2_fold_change,4.8325312044558087e-32,0.6597368262933365,0.835534,0.835534,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,BRCA1 DNA repair associated,28,0.6238177065733341,40,1.0
KLK10,TCGA-BRCA,-2.426138960322412,log2_fold_change,6.037794790644197e-21,0.9470648320615274,0.045571,0.045571,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,kallikrein related peptidase 10,0,0.6231589580153818,41,1.0
GRHL2,TCGA-BRCA,1.5531470221817063,log2_fold_change,2.2317779348506734e-08,0.8664303310701196,0.11551,0.11551,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,grainyhead like transcription factor 2,1,0.6204850827675299,42,1.0
BIK,TCGA-BRCA,1.916063066737033,log2_fold_change,1.9953571406362515e-16,0.9103527008351859,0.071072,0.071072,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,BCL2 interacting killer,0,0.6203561752087965,43,1.0
RNF150,TCGA-BRCA,-3.202232709622736,log2_fold_change,4.485330097449961e-60,0.9767469807126119,0.004327,0.004327,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,ring finger protein 150,0,0.620268495178153,44,1.0
TUBA1C,TCGA-BRCA,1.4904520158646406,log2_fold_change,2.9254221713021567e-59,0.8575377035390254,0.621991,0.621991,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,tubulin alpha 1c,32,0.6198821758847564,45,1.0
SLC28A3,TCGA-BRCA,-2.843899109213325,log2_fold_change,1.2589527861816751e-22,0.9655110256564321,0.012376,0.012376,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,solute carrier family 28 member 3,3,0.619471756414108,46,1.0
LGR6,TCGA-BRCA,-2.732050657295015,log2_fold_change,2.2969911585423663e-26,0.9607041999639488,0.016545,0.016545,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,leucine rich repeat containing G protein-coupled receptor 6,1,0.6193122999909872,47,1.0
MAPK10,TCGA-BRCA,-2.3793073853731856,log2_fold_change,3.8202574877724825e-36,0.9440004806825693,0.033126,0.033126,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,mitogen-activated protein kinase 10,4,0.6192816201706424,48,1.0
RIC3,TCGA-BRCA,-2.964234805450271,log2_fold_change,7.231763518448364e-70,0.9697770834585111,0.00592,0.00592,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,RIC3 acetylcholine receptor chaperone,0,0.6189242708646278,49,1.0
ABCC9,TCGA-BRCA,-2.211002643573384,log2_fold_change,4.38299049896971e-31,0.9334254641591059,0.03426,0.03426,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,ATP binding cassette subfamily C member 9,4,0.6169213660397764,50,1.0
WNT7B,TCGA-BRCA,1.8959770090677912,log2_fold_change,3.8694022163854985e-14,0.9090909090909091,0.054405,0.054405,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,Wnt family member 7B,2,0.6158739772727273,51,1.0
PIP5K1B,TCGA-BRCA,-2.324814697180508,log2_fold_change,5.665525825621801e-71,0.9411163852670793,0.012714,0.012714,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,3,0.6134575963167699,52,1.0
NPY1R,TCGA-BRCA,-1.463115311295562,log2_fold_change,3.6785355651891184e-16,0.8518295980292014,0.099876,0.099876,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,neuropeptide Y receptor Y1,2,0.6129263995073003,53,1.0
TUBB8,TCGA-BRCA,1.3962902501239425,log2_fold_change,1.129011863317664e-33,0.8414949227903623,0.601245,0.601245,available,,,0.0,no_support,3,1.0,available,tubulin beta 8 class VIII,27,0.6106849806975906,54,1.0
SYT8,TCGA-BRCA,-2.352876712405444,log2_fold_change,5.080488597158384e-16,0.9424983476536682,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,synaptotagmin 8,2,0.610624586913417,55,1.0
LIMCH1,TCGA-BRCA,-1.4821194005981226,log2_fold_change,7.427748308544018e-46,0.8556149732620321,0.086816,0.086816,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,LIM and calponin homology domains 1,0,0.610607743315508,56,1.0
EBF1,TCGA-BRCA,-3.04330514241392,log2_fold_change,1.854786747078091e-52,0.9722405816259088,0.466839,0.466839,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,EBF transcription factor 1,2,0.6097698954064772,57,1.0
PSMD10,TCGA-BRCA,0.4183368964800316,log2_fold_change,1.6103248021594182e-45,0.4056360031244367,0.032863,0.032863,available,validated prognostic - unfavorable,unfavorable,1.0,available,3,1.0,available,"proteasome 26S subunit, non-ATPase 10",1,0.6096247507811092,58,1.0
KLRB1,TCGA-BRCA,-1.307186772537543,log2_fold_change,9.013376710735438e-29,0.8253920567205432,0.111156,0.111156,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,killer cell lectin like receptor B1,1,0.6091370141801358,59,1.0
ANO6,TCGA-BRCA,-1.4170293191958958,log2_fold_change,4.447862575845587e-36,0.8447395301327886,0.090658,0.090658,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,anoctamin 6,6,0.6088493825331971,60,1.0
NDUFAB1,TCGA-BRCA,0.6531351572870197,log2_fold_change,1.1972081113660787e-30,0.5858919665925615,0.347676,0.347676,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,NADH:ubiquinone oxidoreductase subunit AB1,5,0.6083919916481404,61,1.0
TUBA3C,TCGA-BRCA,1.3341536247181307,log2_fold_change,3.9638583854941995e-31,0.8301988824130265,0.601338,0.601338,available,,,0.0,no_support,3,1.0,available,tubulin alpha 3c,32,0.6078842206032566,62,1.0
CD24,TCGA-BRCA,1.247132358585613,log2_fold_change,2.2772807671925677e-08,0.8127140539566184,0.11818,0.11818,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,CD24 molecule,3,0.6077235134891545,63,1.0
RAD51,TCGA-BRCA,2.553238642869708,log2_fold_change,1.3333822235050805e-63,0.9531334494982876,0.475523,0.475523,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,RAD51 recombinase,13,0.6071641123745719,64,1.0
TMED3,TCGA-BRCA,1.330031732476133,log2_fold_change,1.6869724697855298e-29,0.8296581145226222,0.096069,0.096069,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,transmembrane p24 trafficking protein 3,2,0.6064317786306556,65,1.0
SLAIN1,TCGA-BRCA,-2.081776140670729,log2_fold_change,4.761706899884192e-68,0.924833263233792,0.0,0.0,no_support,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,SLAIN family member 1,0,0.606208315808448,66,1.0
POLE2,TCGA-BRCA,1.746183304546692,log2_fold_change,3.2278186642833374e-43,0.8923271044883735,0.532448,0.532448,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"DNA polymerase epsilon 2, accessory subunit",10,0.6061937761220934,67,1.0
SLC6A2,TCGA-BRCA,-3.1043836675782432,log2_fold_change,1.2879778586234543e-90,0.9741032265817461,0.449112,0.449112,available,,,0.0,no_support,3,1.0,available,solute carrier family 6 member 2,2,0.6058038066454365,68,1.0
CYP4B1,TCGA-BRCA,-1.4025196956612147,log2_fold_change,4.1232928826038343e-14,0.842396202607703,0.077547,0.077547,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,cytochrome P450 family 4 subfamily B member 1,4,0.6049858006519258,69,1.0
SLC35A2,TCGA-BRCA,1.2433638231860409,log2_fold_change,3.5889190161819385e-67,0.8117526888181217,0.102686,0.102686,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,solute carrier family 35 member A2,2,0.6036096722045304,70,1.0
KIT,TCGA-BRCA,-3.5911258600009592,log2_fold_change,5.1537040846643934e-46,0.98557952292255,0.427729,0.427729,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,"KIT proto-oncogene, receptor tyrosine kinase",22,0.6033271307306375,71,1.0
PIK3CA,TCGA-BRCA,-0.7801180740136555,log2_fold_change,9.026030079720224e-26,0.6587153758336838,0.754256,0.754256,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",60,0.603242843958421,72,1.0
SLC7A4,TCGA-BRCA,-1.8567819539733577,log2_fold_change,4.01574041082021e-34,0.9044042540407379,0.00552,0.00552,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,solute carrier family 7 member 4,0,0.6024810635101845,73,1.0
CYP24A1,TCGA-BRCA,-1.2109297158118633,log2_fold_change,6.874555300817056e-07,0.803460914498588,0.105481,0.105481,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,cytochrome P450 family 24 subfamily A member 1,3,0.602235478624647,74,1.0
ERBB2,TCGA-BRCA,1.1109146524012878,log2_fold_change,7.079178910662211e-16,0.7776242264014901,0.630695,0.630695,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,erb-b2 receptor tyrosine kinase 2,33,0.6020798066003725,75,1.0
PGR,TCGA-BRCA,-1.3404455388699663,log2_fold_change,1.3017370951005525e-12,0.8318211860842396,0.576008,0.576008,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,progesterone receptor,7,0.6019572965210599,76,1.0
BATF,TCGA-BRCA,1.291684125765646,log2_fold_change,2.413892697622491e-15,0.822207534699273,0.083579,0.083579,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,basic leucine zipper ATF-like transcription factor,4,0.6014466336748182,77,1.0
TUBB6,TCGA-BRCA,-1.208509081386234,log2_fold_change,1.3062033788454755e-31,0.8029201466081837,0.602299,0.602299,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tubulin beta 6 class V,32,0.6013047866520459,78,1.0
AKT3,TCGA-BRCA,-1.3765843112795668,log2_fold_change,1.006836918650708e-56,0.838250315447936,0.56614,0.56614,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,AKT serine/threonine kinase 3,29,0.601097578861984,79,1.0
PPP4C,TCGA-BRCA,1.2446276087895214,log2_fold_change,8.394353977190708e-66,0.812113200745058,0.085084,0.085084,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,protein phosphatase 4 catalytic subunit,1,0.5992993001862645,80,1.0
SPDYC,TCGA-BRCA,1.640269763629676,log2_fold_change,1.85335274790445e-52,0.8781469686955476,0.018355,0.018355,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,speedy/RINGO cell cycle regulator family member C,0,0.5991254921738869,81,1.0
CYB561,TCGA-BRCA,1.1634193126389365,log2_fold_change,4.534155156921739e-34,0.7921047888000962,0.103301,0.103301,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,cytochrome b561,0,0.598851447200024,82,1.0
PLEKHA4,TCGA-BRCA,-1.2698633242175603,log2_fold_change,2.33850496197206e-34,0.8181217328606621,0.077053,0.077053,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,pleckstrin homology domain containing A4,1,0.5987936832151656,83,1.0
PROM2,TCGA-BRCA,1.373722101744793,log2_fold_change,1.213475300071702e-08,0.8376494622363757,0.055789,0.055789,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,prominin 2,0,0.5983596155590939,84,1.0
CDK6,TCGA-BRCA,-1.0858851676821946,log2_fold_change,5.740042864364862e-38,0.7707144144685454,0.61996,0.61996,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,cyclin dependent kinase 6,9,0.5976686036171364,85,1.0
RILP,TCGA-BRCA,-1.1965013737625734,log2_fold_change,3.6499388395609397e-28,0.800516733761942,0.084915,0.084915,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,Rab interacting lysosomal protein,2,0.5963579334404855,86,1.0
ATP6AP1,TCGA-BRCA,1.0905074141598288,log2_fold_change,3.5584946624759327e-71,0.7719762062128223,0.107475,0.107475,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,ATPase H+ transporting accessory protein 1,4,0.5948628015532056,87,1.0
PIK3R1,TCGA-BRCA,-1.7231735778598694,log2_fold_change,1.1518894116080066e-66,0.8897434356786637,0.487502,0.487502,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,phosphoinositide-3-kinase regulatory subunit 1,78,0.5943113589196659,88,1.0
GGCT,TCGA-BRCA,1.1641505445473292,log2_fold_change,2.923238299067296e-52,0.7923451300847203,0.081744,0.081744,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,gamma-glutamylcyclotransferase,1,0.5935222825211801,89,1.0
TNS1,TCGA-BRCA,-2.854455538230262,log2_fold_change,5.305661170078525e-50,0.9658715375833684,0.407764,0.407764,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tensin 1,0,0.593408884395842,90,1.0
CD1A,TCGA-BRCA,1.3569972820611234,log2_fold_change,3.948272162112235e-19,0.8348855374631977,0.031441,0.031441,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,CD1a molecule,1,0.5915816343657994,91,1.0
KLHDC7B,TCGA-BRCA,1.2142708039469676,log2_fold_change,1.3610647430770261e-12,0.8040016823889924,0.062253,0.062253,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,kelch domain containing 7B,0,0.5915636705972481,92,1.0
C2CD2,TCGA-BRCA,-1.498220077084234,log2_fold_change,2.144239483508739e-27,0.8587994952833022,0.004872,0.004872,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,C2 calcium dependent domain containing 2,0,0.5909178738208256,93,1.0
SH3BP5,TCGA-BRCA,-1.105807111900079,log2_fold_change,2.6347359654122885e-52,0.7766628612629934,0.079084,0.079084,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,SH3 domain binding protein 5,0,0.5889367153157483,94,1.0
MRPL13,TCGA-BRCA,1.0135549680948035,log2_fold_change,1.537187393964199e-78,0.7499248933485549,0.102649,0.102649,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,mitochondrial ribosomal protein L13,4,0.5881434733371387,95,1.0
ZNF385B,TCGA-BRCA,-1.100044820003518,log2_fold_change,9.192757097646021e-14,0.7748603016283122,0.07614,0.07614,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,zinc finger protein 385B,0,0.587750075407078,96,1.0
CD19,TCGA-BRCA,1.0126151369764425,log2_fold_change,1.7245416503032602e-09,0.7495643814216187,0.101306,0.101306,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,CD19 molecule,6,0.5877175953554047,97,1.0
ALG3,TCGA-BRCA,0.9904875321850656,log2_fold_change,1.413139343797427e-64,0.7429549960944541,0.105379,0.105379,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,"ALG3 alpha-1,3- mannosyltransferase",2,0.5870834990236136,98,1.0
PARP1,TCGA-BRCA,1.070859905803708,log2_fold_change,1.0015773893125292e-87,0.7670492098780268,0.579225,0.579225,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,poly(ADP-ribose) polymerase 1,8,0.5865685524695067,99,1.0
RET,TCGA-BRCA,1.8769171048633444,log2_fold_change,9.463495621382633e-29,0.9067475815658235,0.438656,0.438656,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ret proto-oncogene,5,0.5863508953914558,100,1.0
EXO1,TCGA-BRCA,3.5714721529210447,log2_fold_change,4.479928823524815e-56,0.9850988403533016,0.359634,0.359634,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,exonuclease 1,17,0.5861832100883254,101,1.0
TNFRSF17,TCGA-BRCA,-1.1596470069887572,log2_fold_change,3.615474114867564e-09,0.7909631676981314,0.050519,0.050519,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,TNF receptor superfamily member 17,1,0.5853705419245329,102,1.0
PRC1,TCGA-BRCA,2.4074845415727117,log2_fold_change,2.5295160163451022e-79,0.9456227843537823,0.394205,0.394205,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,protein regulator of cytokinesis 1,1,0.5849569460884456,103,1.0
ECHDC3,TCGA-BRCA,-1.3834649586591825,log2_fold_change,5.286105149776681e-31,0.8394520218710569,0.0,0.0,no_support,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,enoyl-CoA hydratase domain containing 3,0,0.5848630054677643,104,1.0
SCN4A,TCGA-BRCA,-3.6190754625853625,log2_fold_change,1.868167670609741e-54,0.9860602054917984,0.346942,0.346942,available,,,0.0,no_support,3,1.0,available,sodium voltage-gated channel alpha subunit 4,2,0.5832505513729496,105,1.0
MAP2K6,TCGA-BRCA,-1.1703905052055834,log2_fold_change,2.0446543559139907e-31,0.7939674337559334,0.03677,0.03677,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,mitogen-activated protein kinase kinase 6,8,0.5826843584389834,106,1.0
PDGFRA,TCGA-BRCA,-1.9038614179020945,log2_fold_change,2.8196351147142785e-88,0.9096316769813134,0.418123,0.418123,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,platelet derived growth factor receptor alpha,13,0.5819386692453283,107,1.0
BEGAIN,TCGA-BRCA,-1.2666570279390337,log2_fold_change,8.343164357985813e-20,0.8173406236856336,0.00849,0.00849,available,potential prognostic - favorable,favorable,0.5,available,3,1.0,available,brain enriched guanylate kinase associated,1,0.5814576559214084,108,1.0
MXI1,TCGA-BRCA,-1.1576861416302844,log2_fold_change,2.9545375413259524e-64,0.7903623144865709,0.033737,0.033737,available,potential prognostic - unfavorable,unfavorable,0.5,available,3,1.0,available,"MAX interactor 1, dimerization protein",0,0.5810248286216427,109,1.0
